game_id,saison,league,gameday,venue,team,team_table_position,opponent,opponent_table_position,result,player_position,goal_minute,goal_score,goal_type
2475246,2014,LaLiga,7,H,Real Madrid,5,Athletic Bilbao,16,5:0,LA,3',1:0,Kopfball
2475246,2014,LaLiga,7,H,Real Madrid,5,Athletic Bilbao,16,5:0,LA,55',3:0,Rechtsschuss
2475246,2014,LaLiga,7,H,Real Madrid,5,Athletic Bilbao,16,5:0,LA,89',5:0,abgefälschter Torschuss
2475257,2014,LaLiga,8,A,Real Madrid,4,UD Levante,17,0:5,MS,13',0:1,Elfmeter
2475257,2014,LaLiga,8,A,Real Madrid,4,UD Levante,17,0:5,MS,61',0:3,Rechtsschuss
2495320,2014,UEFA Champions League,Gruppenphase,A,Real Madrid,,FC Liverpool,,0:3,MS,23',0:1,Rechtsschuss
2475267,2014,LaLiga,9,H,Real Madrid,3,FC Barcelona,1,3:1,MS,35',1:1,Elfmeter
2475278,2014,LaLiga,10,A,Real Madrid,3,FC Granada,13,0:4,MS,2',0:1,Rechtsschuss
2475288,2014,LaLiga,11,H,Real Madrid,1,Rayo Vallecano,11,5:1,MS,83',5:1,Rechtsschuss
2475299,2014,LaLiga,12,A,Real Madrid,1,SD Eibar,10,0:4,MS,43',0:2,Rechtsschuss
2475299,2014,LaLiga,12,A,Real Madrid,1,SD Eibar,10,0:4,MS,83',0:4,Elfmeter
2495353,2014,UEFA Champions League,Gruppenphase,A,Real Madrid,,FC Basel 1893,,0:1,LA,35',0:1,Linksschuss
2475319,2014,LaLiga,14,H,Real Madrid,1,Celta Vigo,8,3:0,MS,36',1:0,Elfmeter
2475319,2014,LaLiga,14,H,Real Madrid,1,Celta Vigo,8,3:0,MS,65',2:0,Rechtsschuss
2475319,2014,LaLiga,14,H,Real Madrid,1,Celta Vigo,8,3:0,MS,81',3:0,Linksschuss
2495361,2014,UEFA Champions League,Gruppenphase,H,Real Madrid,,Ludogorets Razgrad,,4:0,MS,20',1:0,Elfmeter
2475328,2014,LaLiga,15,A,Real Madrid,1,UD Almería,20,1:4,MS,81',1:3,Rechtsschuss
2475328,2014,LaLiga,15,A,Real Madrid,1,UD Almería,20,1:4,MS,89',1:4,Rechtsschuss
2475347,2014,LaLiga,17,A,Real Madrid,1,FC Valencia,4,2:1,LA,14',0:1,Elfmeter
2518532,2014,Copa del Rey,Achtelfinale,H,Real Madrid,,Atlético Madrid,,2:2,MS,54',2:2,Kopfball
2475366,2014,LaLiga,19,A,Real Madrid,1,FC Getafe,14,0:3,LA,63',0:1,Linksschuss
2475366,2014,LaLiga,19,A,Real Madrid,1,FC Getafe,14,0:3,LA,79',0:3,Kopfball
2517516,2014,UEFA Champions League,Achtelfinale,A,Real Madrid,,FC Schalke 04,,0:2,LA,26',0:1,Kopfball
2475415,2014,LaLiga,24,A,Real Madrid,1,FC Elche,16,0:2,MS,69',0:2,Kopfball
2475426,2014,LaLiga,25,H,Real Madrid,1,FC Villarreal,6,1:1,MS,52',1:0,Elfmeter
2517524,2014,UEFA Champions League,Achtelfinale,H,Real Madrid,,FC Schalke 04,,3:4,MS,25',1:1,Kopfball
2517524,2014,UEFA Champions League,Achtelfinale,H,Real Madrid,,FC Schalke 04,,3:4,MS,45',2:2,Kopfball
2475457,2014,LaLiga,28,A,Real Madrid,2,FC Barcelona,1,2:1,LA,31',1:1,Rechtsschuss
2475468,2014,LaLiga,29,H,Real Madrid,2,FC Granada,18,9:1,MS,30',2:0,Rechtsschuss
2475468,2014,LaLiga,29,H,Real Madrid,2,FC Granada,18,9:1,MS,36',3:0,Rechtsschuss
2475468,2014,LaLiga,29,H,Real Madrid,2,FC Granada,18,9:1,MS,38',4:0,Distanzschuss
2475468,2014,LaLiga,29,H,Real Madrid,2,FC Granada,18,9:1,MS,54',6:0,Kopfball
2475468,2014,LaLiga,29,H,Real Madrid,2,FC Granada,18,9:1,MS,90',9:1,Kopfball
2475478,2014,LaLiga,30,A,Real Madrid,2,Rayo Vallecano,9,0:2,LA,68',0:1,Kopfball
2475489,2014,LaLiga,31,H,Real Madrid,2,SD Eibar,14,3:0,LA,21',1:0,Direkter Freistoß
2475499,2014,LaLiga,32,H,Real Madrid,2,FC Málaga,7,3:1,MS,90'+2,3:1,Linksschuss
2475528,2014,LaLiga,35,A,Real Madrid,2,FC Sevilla,5,2:3,MS,36',0:1,Kopfball
2475528,2014,LaLiga,35,A,Real Madrid,2,FC Sevilla,5,2:3,MS,37',0:2,Rechtsschuss
2475528,2014,LaLiga,35,A,Real Madrid,2,FC Sevilla,5,2:3,MS,69',1:3,Kopfball
2560715,2014,UEFA Champions League,Halbfinale,A,Real Madrid,,Juventus Turin,,2:1,MS,27',1:1,Kopfball
2560718,2014,UEFA Champions League,Halbfinale,H,Real Madrid,,Juventus Turin,,1:1,LA,23',1:0,Elfmeter
2475547,2014,LaLiga,37,A,Real Madrid,2,Espanyol Barcelona,8,1:4,LA,59',0:1,Linksschuss
2475547,2014,LaLiga,37,A,Real Madrid,2,Espanyol Barcelona,8,1:4,LA,83',1:3,Rechtsschuss
2475547,2014,LaLiga,37,A,Real Madrid,2,Espanyol Barcelona,8,1:4,LA,90'+1,1:4,Kopfball
2475556,2014,LaLiga,38,H,Real Madrid,2,FC Getafe,14,7:3,LA,13',1:0,Kopfball
2475556,2014,LaLiga,38,H,Real Madrid,2,FC Getafe,14,7:3,LA,32',2:2,Direkter Freistoß
2475556,2014,LaLiga,38,H,Real Madrid,2,FC Getafe,14,7:3,LA,34',3:2,Elfmeter
2594497,2015,LaLiga,3,A,Real Madrid,5,Espanyol Barcelona,8,0:6,LA,7',0:1,Rechtsschuss
2594497,2015,LaLiga,3,A,Real Madrid,5,Espanyol Barcelona,8,0:6,LA,17',0:2,Elfmeter
2594497,2015,LaLiga,3,A,Real Madrid,5,Espanyol Barcelona,8,0:6,LA,20',0:3,Linksschuss
2594497,2015,LaLiga,3,A,Real Madrid,5,Espanyol Barcelona,8,0:6,LA,61',0:5,Rechtsschuss
2594497,2015,LaLiga,3,A,Real Madrid,5,Espanyol Barcelona,8,0:6,LA,81',0:6,Rechtsschuss
2618536,2015,UEFA Champions League,Gruppenphase,H,Real Madrid,,Shakhtar Donetsk,,4:0,LA,56',2:0,Elfmeter
2618536,2015,UEFA Champions League,Gruppenphase,H,Real Madrid,,Shakhtar Donetsk,,4:0,LA,64',3:0,Elfmeter
2618536,2015,UEFA Champions League,Gruppenphase,H,Real Madrid,,Shakhtar Donetsk,,4:0,LA,82',4:0,Kopfball
2618566,2015,UEFA Champions League,Gruppenphase,A,Real Madrid,,Malmö FF,,0:2,LA,29',0:1,Rechtsschuss
2618566,2015,UEFA Champions League,Gruppenphase,A,Real Madrid,,Malmö FF,,0:2,LA,90',0:2,Linksschuss
2594545,2015,LaLiga,8,H,Real Madrid,3,UD Levante,18,3:0,MS,30',2:0,Rechtsschuss
2594554,2015,LaLiga,9,A,Real Madrid,2,Celta Vigo,1,1:3,MS,8',0:1,Rechtsschuss
2594564,2015,LaLiga,10,H,Real Madrid,1,UD Las Palmas,18,3:1,MS,14',2:0,Kopfball
2618610,2015,UEFA Champions League,Gruppenphase,A,Real Madrid,,Shakhtar Donetsk,,3:4,MS,18',0:1,Kopfball
2618610,2015,UEFA Champions League,Gruppenphase,A,Real Madrid,,Shakhtar Donetsk,,3:4,MS,70',0:4,Rechtsschuss
2594592,2015,LaLiga,13,A,Real Madrid,3,SD Eibar,6,0:2,MS,82',0:2,Elfmeter
2594602,2015,LaLiga,14,H,Real Madrid,3,FC Getafe,13,4:1,LA,38',4:0,Rechtsschuss
2618627,2015,UEFA Champions League,Gruppenphase,H,Real Madrid,,Malmö FF,,8:0,LA,39',3:0,Direkter Freistoß
2618627,2015,UEFA Champions League,Gruppenphase,H,Real Madrid,,Malmö FF,,8:0,LA,47',4:0,Abstauber
2618627,2015,UEFA Champions League,Gruppenphase,H,Real Madrid,,Malmö FF,,8:0,LA,50',5:0,Rechtsschuss
2618627,2015,UEFA Champions League,Gruppenphase,H,Real Madrid,,Malmö FF,,8:0,LA,59',6:0,Rechtsschuss
2594621,2015,LaLiga,16,H,Real Madrid,3,Rayo Vallecano,17,10:2,LA,30',3:2,Elfmeter
2594621,2015,LaLiga,16,H,Real Madrid,3,Rayo Vallecano,17,10:2,LA,54',6:2,Kopfball
2594631,2015,LaLiga,17,H,Real Madrid,3,Real Sociedad San Sebastián,14,3:1,LA,42',1:0,Elfmeter
2594631,2015,LaLiga,17,H,Real Madrid,3,Real Sociedad San Sebastián,14,3:1,LA,68',2:1,Linksschuss
2594669,2015,LaLiga,20,H,Real Madrid,3,Sporting Gijón,19,5:1,LA,9',2:0,Linksschuss
2594669,2015,LaLiga,20,H,Real Madrid,3,Sporting Gijón,19,5:1,LA,18',4:0,Linksschuss
2594687,2015,LaLiga,22,H,Real Madrid,3,Espanyol Barcelona,13,6:0,LA,12',2:0,Elfmeter
2594687,2015,LaLiga,22,H,Real Madrid,3,Espanyol Barcelona,13,6:0,LA,45',4:0,Linksschuss
2594687,2015,LaLiga,22,H,Real Madrid,3,Espanyol Barcelona,13,6:0,LA,82',5:0,Kopfball
2594706,2015,LaLiga,24,H,Real Madrid,3,Athletic Bilbao,6,4:2,LA,3',1:0,Rechtsschuss
2594706,2015,LaLiga,24,H,Real Madrid,3,Athletic Bilbao,6,4:2,LA,87',4:1,Rechtsschuss
2645807,2015,UEFA Champions League,Achtelfinale,A,Real Madrid,,AS Rom,,0:2,LA,57',0:1,Rechtsschuss
2594716,2015,LaLiga,25,A,Real Madrid,3,FC Málaga,10,1:1,LA,33',0:1,Kopfball
2594735,2015,LaLiga,27,A,Real Madrid,3,UD Levante,20,1:3,LA,34',0:1,Elfmeter
2594744,2015,LaLiga,28,H,Real Madrid,3,Celta Vigo,6,7:1,LA,50',2:0,Distanzschuss
2594744,2015,LaLiga,28,H,Real Madrid,3,Celta Vigo,6,7:1,LA,58',3:0,Direkter Freistoß
2594744,2015,LaLiga,28,H,Real Madrid,3,Celta Vigo,6,7:1,LA,64',4:1,Rechtsschuss
2594744,2015,LaLiga,28,H,Real Madrid,3,Celta Vigo,6,7:1,LA,76',5:1,Kopfball
2645815,2015,UEFA Champions League,Achtelfinale,H,Real Madrid,,AS Rom,,2:0,MS,64',1:0,Rechtsschuss
2594763,2015,LaLiga,30,H,Real Madrid,3,FC Sevilla,5,4:0,LA,64',2:0,Linksschuss
2594773,2015,LaLiga,31,A,Real Madrid,3,FC Barcelona,1,1:2,LA,85',1:2,Rechtsschuss
2594782,2015,LaLiga,32,H,Real Madrid,3,SD Eibar,10,4:0,MS,19',3:0,Rechtsschuss
2675297,2015,UEFA Champions League,Viertelfinale,H,Real Madrid,,VfL Wolfsburg,,3:0,LA,16',1:0,Rechtsschuss
2675297,2015,UEFA Champions League,Viertelfinale,H,Real Madrid,,VfL Wolfsburg,,3:0,LA,17',2:0,Kopfball
2675297,2015,UEFA Champions League,Viertelfinale,H,Real Madrid,,VfL Wolfsburg,,3:0,LA,77',3:0,Direkter Freistoß
2594792,2015,LaLiga,33,A,Real Madrid,3,FC Getafe,18,1:5,LA,90'+2,1:5,Linksschuss
2594832,2015,LaLiga,37,H,Real Madrid,3,FC Valencia,9,3:2,LA,26',1:0,Rechtsschuss
2594832,2015,LaLiga,37,H,Real Madrid,3,FC Valencia,9,3:2,LA,59',3:1,Linksschuss
2594842,2015,LaLiga,38,A,Real Madrid,2,Deportivo La Coruna ,13,0:2,LA,8',0:1,Linksschuss
2594842,2015,LaLiga,38,A,Real Madrid,2,Deportivo La Coruna ,13,0:2,LA,25',0:2,Kopfball
2718728,2016,LaLiga,3,H,Real Madrid,3,CA Osasuna,15,5:2,LA,6',1:0,Rechtsschuss
2754187,2016,UEFA Champions League,Gruppenphase,H,Real Madrid,,Sporting Lissabon,,2:1,LA,89',1:1,Direkter Freistoß
2754900,2016,UEFA Champions League,Gruppenphase,A,Real Madrid,,Borussia Dortmund,,2:2,LA,17',0:1,Rechtsschuss
2718781,2016,LaLiga,8,A,Real Madrid,2,Real Betis Sevilla,15,1:6,LA,78',1:6,Rechtsschuss
2718802,2016,LaLiga,10,A,Real Madrid,1,Deportivo Alavés,13,1:4,LA,17',1:1,Elfmeter
2718802,2016,LaLiga,10,A,Real Madrid,1,Deportivo Alavés,13,1:4,LA,33',1:2,Rechtsschuss
2718802,2016,LaLiga,10,A,Real Madrid,1,Deportivo Alavés,13,1:4,LA,88',1:4,Rechtsschuss
2718823,2016,LaLiga,12,A,Real Madrid,1,Atlético Madrid,4,0:3,MS,23',0:1,Direkter Freistoß
2718823,2016,LaLiga,12,A,Real Madrid,1,Atlético Madrid,4,0:3,MS,71',0:2,Elfmeter
2718823,2016,LaLiga,12,A,Real Madrid,1,Atlético Madrid,4,0:3,MS,77',0:3,Rechtsschuss
2718833,2016,LaLiga,13,H,Real Madrid,1,Sporting Gijón,18,2:1,LA,5',1:0,Elfmeter
2718833,2016,LaLiga,13,H,Real Madrid,1,Sporting Gijón,18,2:1,LA,18',2:0,Kopfball
2805576,2016,FIFA Klub-WM,Halbfinale,A,Real Madrid,,CF América,,0:2,LA,90'+3,0:2,Rechtsschuss
2806749,2016,FIFA Klub-WM,Finale,H,Real Madrid,,Kashima Antlers,,4:2  n.V.,LA,60',2:2,Elfmeter
2806749,2016,FIFA Klub-WM,Finale,H,Real Madrid,,Kashima Antlers,,4:2  n.V.,LA,97',3:2,Linksschuss
2806749,2016,FIFA Klub-WM,Finale,H,Real Madrid,,Kashima Antlers,,4:2  n.V.,LA,104',4:2,Linksschuss
2718875,2016,LaLiga,17,H,Real Madrid,1,FC Granada,19,5:0,LA,27',3:0,Kopfball
2718886,2016,LaLiga,18,A,Real Madrid,1,FC Sevilla,2,2:1,MS,67',0:1,Elfmeter
2814843,2016,Copa del Rey,Viertelfinale,A,Real Madrid,,Celta Vigo,,2:2,MS,62',1:1,Direkter Freistoß
2718898,2016,LaLiga,20,H,Real Madrid,1,Real Sociedad San Sebastián,5,3:0,LA,51',2:0,Rechtsschuss
2718918,2016,LaLiga,22,A,Real Madrid,1,CA Osasuna,20,1:3,MS,24',0:1,Rechtsschuss
2718865,2016,LaLiga,16,A,Real Madrid,1,FC Valencia,17,2:1,LA,44',2:1,Kopfball
2718939,2016,LaLiga,24,A,Real Madrid,1,FC Villarreal,6,2:3,LA,74',2:2,Elfmeter
2718950,2016,LaLiga,25,H,Real Madrid,1,UD Las Palmas,12,3:3,LA,86',2:3,Elfmeter
2718950,2016,LaLiga,25,H,Real Madrid,1,UD Las Palmas,12,3:3,LA,89',3:3,Kopfball
2718971,2016,LaLiga,27,H,Real Madrid,1,Real Betis Sevilla,14,2:1,LA,41',1:1,Kopfball
2840937,2016,UEFA Champions League,Viertelfinale,A,Real Madrid,,FC Bayern München,,1:2,LA,47',1:1,Rechtsschuss
2840937,2016,UEFA Champions League,Viertelfinale,A,Real Madrid,,FC Bayern München,,1:2,LA,77',1:2,Rechtsschuss
2840941,2016,UEFA Champions League,Viertelfinale,H,Real Madrid,,FC Bayern München,,4:2  n.V.,MS,76',1:1,Kopfball
2840941,2016,UEFA Champions League,Viertelfinale,H,Real Madrid,,FC Bayern München,,4:2  n.V.,MS,105',2:2,Linksschuss
2840941,2016,UEFA Champions League,Viertelfinale,H,Real Madrid,,FC Bayern München,,4:2  n.V.,MS,109',3:2,Rechtsschuss
2719055,2016,LaLiga,35,H,Real Madrid,1,FC Valencia,12,2:1,LA,27',1:0,Kopfball
2849342,2016,UEFA Champions League,Halbfinale,H,Real Madrid,,Atlético Madrid,,3:0,MS,10',1:0,Kopfball
2849342,2016,UEFA Champions League,Halbfinale,H,Real Madrid,,Atlético Madrid,,3:0,MS,73',2:0,Rechtsschuss
2849342,2016,UEFA Champions League,Halbfinale,H,Real Madrid,,Atlético Madrid,,3:0,MS,86',3:0,Rechtsschuss
2719076,2016,LaLiga,37,H,Real Madrid,1,FC Sevilla,4,4:1,LA,23',2:0,Rechtsschuss
2719076,2016,LaLiga,37,H,Real Madrid,1,FC Sevilla,4,4:1,LA,78',3:1,Linksschuss
2718908,2016,LaLiga,21,A,Real Madrid,1,Celta Vigo,8,1:4,MS,10',0:1,Linksschuss
2718908,2016,LaLiga,21,A,Real Madrid,1,Celta Vigo,8,1:4,MS,48',0:2,Linksschuss
2719086,2016,LaLiga,38,A,Real Madrid,1,FC Málaga,11,0:2,MS,2',0:1,Rechtsschuss
2853591,2016,UEFA Champions League,Finale,A,Real Madrid,,Juventus Turin,,1:4,MS,20',0:1,Rechtsschuss
2853591,2016,UEFA Champions League,Finale,A,Real Madrid,,Juventus Turin,,1:4,MS,64',1:3,Rechtsschuss
2878318,2017,Supercopa,Finale,A,Real Madrid,,FC Barcelona,,1:3,MS,80',1:2,Rechtsschuss
2917371,2017,UEFA Champions League,Gruppenphase,H,Real Madrid,,APOEL Nikosia,,3:0,MS,12',1:0,Kontertor
2917371,2017,UEFA Champions League,Gruppenphase,H,Real Madrid,,APOEL Nikosia,,3:0,MS,51',2:0,Elfmeter
2917379,2017,UEFA Champions League,Gruppenphase,A,Real Madrid,,Borussia Dortmund,,1:3,MS,49',0:2,Linksschuss
2917379,2017,UEFA Champions League,Gruppenphase,A,Real Madrid,,Borussia Dortmund,,1:3,MS,79',1:3,Rechtsschuss
2899614,2017,LaLiga,8,A,Real Madrid,5,FC Getafe,12,1:2,MS,85',1:2,Rechtsschuss
2917404,2017,UEFA Champions League,Gruppenphase,H,Real Madrid,,Tottenham Hotspur,,1:1,LA,43',1:1,Elfmeter
2917420,2017,UEFA Champions League,Gruppenphase,A,Real Madrid,,Tottenham Hotspur,,3:1,LA,80',3:1,Rechtsschuss
2917435,2017,UEFA Champions League,Gruppenphase,A,Real Madrid,,APOEL Nikosia,,0:6,LA,49',0:5,Kopfball
2917435,2017,UEFA Champions League,Gruppenphase,A,Real Madrid,,APOEL Nikosia,,0:6,LA,54',0:6,Linksschuss
2899672,2017,LaLiga,13,H,Real Madrid,3,FC Málaga,18,3:2,MS,76',3:2,Elfmeternachschuss
2917451,2017,UEFA Champions League,Gruppenphase,H,Real Madrid,,Borussia Dortmund,,3:2,LA,12',2:0,Rechtsschuss
2899693,2017,LaLiga,15,H,Real Madrid,4,FC Sevilla,5,5:0,MS,23',2:0,Rechtsschuss
2899693,2017,LaLiga,15,H,Real Madrid,4,FC Sevilla,5,5:0,MS,31',3:0,Elfmeter
2981467,2017,FIFA Klub-WM,Halbfinale,A,Real Madrid,,Al-Jazira Club,,1:2,LA,53',1:1,Rechtsschuss
2982738,2017,FIFA Klub-WM,Finale,H,Real Madrid,,Grêmio Porto Alegre,,1:0,LA,53',1:0,Direkter Freistoß
2899737,2017,LaLiga,20,H,Real Madrid,4,Deportivo La Coruna ,18,7:1,LA,78',5:1,Linksschuss
2899737,2017,LaLiga,20,H,Real Madrid,4,Deportivo La Coruna ,18,7:1,LA,84',6:1,Kopfball
2899758,2017,LaLiga,21,A,Real Madrid,4,FC Valencia,3,1:4,LA,16',0:1,Elfmeter
2899758,2017,LaLiga,21,A,Real Madrid,4,FC Valencia,3,1:4,LA,38',0:2,Elfmeter
2899766,2017,LaLiga,23,H,Real Madrid,3,Real Sociedad San Sebastián,14,5:2,MS,27',2:0,Rechtsschuss
2899766,2017,LaLiga,23,H,Real Madrid,3,Real Sociedad San Sebastián,14,5:2,MS,37',4:0,Kopfball
2899766,2017,LaLiga,23,H,Real Madrid,3,Real Sociedad San Sebastián,14,5:2,MS,80',5:1,Abstauber
2981997,2017,UEFA Champions League,Achtelfinale,H,Real Madrid,,FC Paris Saint-Germain,,3:1,LA,45',1:1,Elfmeter
2981997,2017,UEFA Champions League,Achtelfinale,H,Real Madrid,,FC Paris Saint-Germain,,3:1,LA,83',2:1,Abstauber
2899768,2017,LaLiga,24,A,Real Madrid,3,Real Betis Sevilla,8,3:5,MS,65',2:4,Rechtsschuss
2899783,2017,LaLiga,25,H,Real Madrid,3,Deportivo Alavés,15,4:0,MS,44',1:0,Linksschuss
2899783,2017,LaLiga,25,H,Real Madrid,3,Deportivo Alavés,15,4:0,MS,61',3:0,Rechtsschuss
2899817,2017,LaLiga,27,H,Real Madrid,3,FC Getafe,10,3:1,MS,45'+1,2:0,Linksschuss
2899817,2017,LaLiga,27,H,Real Madrid,3,FC Getafe,10,3:1,MS,78',3:1,Kopfball
2982005,2017,UEFA Champions League,Achtelfinale,A,Real Madrid,,FC Paris Saint-Germain,,1:2,MS,51',0:1,Kopfball
2899832,2017,LaLiga,28,A,Real Madrid,3,SD Eibar,8,1:2,MS,33',0:1,Rechtsschuss
2899832,2017,LaLiga,28,A,Real Madrid,3,SD Eibar,8,1:2,MS,84',1:2,Kopfball
2899815,2017,LaLiga,29,H,Real Madrid,3,FC Girona,7,6:3,MS,11',1:0,Linksschuss
2899815,2017,LaLiga,29,H,Real Madrid,3,FC Girona,7,6:3,MS,47',2:1,Linksschuss
2899815,2017,LaLiga,29,H,Real Madrid,3,FC Girona,7,6:3,MS,64',4:1,Abstauber
2899815,2017,LaLiga,29,H,Real Madrid,3,FC Girona,7,6:3,MS,90'+1,6:3,Rechtsschuss
3018931,2017,UEFA Champions League,Viertelfinale,A,Real Madrid,,Juventus Turin,,0:3,MS,3',0:1,Rechtsschuss
3018931,2017,UEFA Champions League,Viertelfinale,A,Real Madrid,,Juventus Turin,,0:3,MS,64',0:2,Rechtsschuss
2899838,2017,LaLiga,31,H,Real Madrid,3,Atlético Madrid,2,1:1,MS,53',1:0,Rechtsschuss
3018935,2017,UEFA Champions League,Viertelfinale,H,Real Madrid,,Juventus Turin,,1:3,MS,90'+7,1:3,Elfmeter
2899884,2017,LaLiga,33,H,Real Madrid,3,Athletic Bilbao,13,1:1,MS,87',1:1,Rechtsschuss
2899869,2017,LaLiga,36,A,Real Madrid,3,FC Barcelona,1,2:2,LA,14',1:1,Rechtsschuss
2899917,2017,LaLiga,38,A,Real Madrid,3,FC Villarreal,5,2:2,MS,32',0:2,Kopfball
3080937,2018,Serie A,4,H,Juventus Turin,1,US Sassuolo,3,2:1,MS,50',1:0,Abstauber
3080937,2018,Serie A,4,H,Juventus Turin,1,US Sassuolo,3,2:1,MS,65',2:0,Linksschuss
3080956,2018,Serie A,5,A,Juventus Turin,1,Frosinone Calcio,19,0:2,LA,81',0:1,Linksschuss
3081041,2018,Serie A,8,A,Juventus Turin,1,Udinese Calcio,14,0:2,LA,37',0:2,Linksschuss
3081047,2018,Serie A,9,H,Juventus Turin,1,Genua CFC,12,1:1,LA,18',1:0,Abstauber
3081054,2018,Serie A,10,A,Juventus Turin,1,FC Empoli,18,1:2,MS,54',1:1,Elfmeter
3081054,2018,Serie A,10,A,Juventus Turin,1,FC Empoli,18,1:2,MS,70',1:2,Rechtsschuss
3098026,2018,UEFA Champions League,Gruppenphase,H,Juventus Turin,,Manchester United,,1:2,LA,65',1:0,Rechtsschuss
3081146,2018,Serie A,12,A,Juventus Turin,1,AC Mailand,4,0:2,LA,81',0:2,Abstauber
3081156,2018,Serie A,13,H,Juventus Turin,1,SPAL,15,2:0,MS,29',1:0,Linksschuss
3081164,2018,Serie A,14,A,Juventus Turin,1,AC Florenz,9,0:3,LA,79',0:3,Elfmeter
3081191,2018,Serie A,16,A,Juventus Turin,1,FC Turin,6,0:1,LA,70',0:1,Elfmeter
3081202,2018,Serie A,18,A,Juventus Turin,1,Atalanta Bergamo,9,2:2,MS,78',2:2,Kopfball
3081215,2018,Serie A,19,H,Juventus Turin,1,Sampdoria Genua,5,2:1,LA,2',1:0,Rechtsschuss
3081215,2018,Serie A,19,H,Juventus Turin,1,Sampdoria Genua,5,2:1,LA,65',2:1,Elfmeter
3122645,2018,Supercoppa Italiana,Finale,H,Juventus Turin,,AC Mailand,,1:0,MS,61',1:0,Kopfball
3081237,2018,Serie A,21,A,Juventus Turin,1,Lazio Rom,6,1:2,LA,88',1:2,Elfmeter
3081248,2018,Serie A,22,H,Juventus Turin,1,Parma Calcio 1913,12,3:3,LA,36',1:0,Rechtsschuss
3081248,2018,Serie A,22,H,Juventus Turin,1,Parma Calcio 1913,12,3:3,LA,66',3:1,Kopfball
3081257,2018,Serie A,23,A,Juventus Turin,1,US Sassuolo,11,0:3,LA,70',0:2,Kopfball
3081265,2018,Serie A,24,H,Juventus Turin,1,Frosinone Calcio,19,3:0,LA,63',3:0,Rechtsschuss
3135814,2018,UEFA Champions League,Achtelfinale,H,Juventus Turin,,Atlético Madrid,,3:0,MS,27',1:0,Kopfball
3135814,2018,UEFA Champions League,Achtelfinale,H,Juventus Turin,,Atlético Madrid,,3:0,MS,49',2:0,Kopfball
3135814,2018,UEFA Champions League,Achtelfinale,H,Juventus Turin,,Atlético Madrid,,3:0,MS,86',3:0,Elfmeter
3167761,2018,UEFA Champions League,Viertelfinale,A,Juventus Turin,,Ajax Amsterdam,,1:1,LA,45',0:1,Kopfball
3167762,2018,UEFA Champions League,Viertelfinale,H,Juventus Turin,,Ajax Amsterdam,,1:2,LA,28',1:0,Kopfball
3081365,2018,Serie A,34,A,Juventus Turin,1,Inter Mailand,3,1:1,MS,62',1:1,Linksschuss
3081381,2018,Serie A,35,H,Juventus Turin,1,FC Turin,6,1:1,MS,84',1:1,Kopfball
3229180,2019,Serie A,2,H,Juventus Turin,7,SSC Napoli,3,4:3,LA,62',3:0,Linksschuss
3229199,2019,Serie A,4,H,Juventus Turin,3,Hellas Verona,11,2:1,LA,49',2:1,Elfmeter
3229217,2019,Serie A,6,H,Juventus Turin,2,SPAL,19,2:0,MS,78',2:0,Kopfball
3252168,2019,UEFA Champions League,Gruppenphase,H,Juventus Turin,,Bayer 04 Leverkusen,,3:0,MS,89',3:0,Rechtsschuss
3229238,2019,Serie A,8,H,Juventus Turin,1,FC Bologna,12,2:1,MS,19',1:0,Rechtsschuss
3229258,2019,Serie A,10,H,Juventus Turin,1,Genua CFC,17,2:1,MS,90'+6,2:1,Elfmeter
3229302,2019,Serie A,14,H,Juventus Turin,1,US Sassuolo,11,2:2,MS,68',2:2,Elfmeter
3229309,2019,Serie A,15,A,Juventus Turin,2,Lazio Rom,3,3:1,MS,25',0:1,Abstauber
3252249,2019,UEFA Champions League,Gruppenphase,A,Juventus Turin,,Bayer 04 Leverkusen,,0:2,MS,75',0:1,Rechtsschuss
3229322,2019,Serie A,16,H,Juventus Turin,2,Udinese Calcio,16,3:1,MS,9',1:0,Rechtsschuss
3229322,2019,Serie A,16,H,Juventus Turin,2,Udinese Calcio,16,3:1,MS,37',2:0,Linksschuss
3229332,2019,Serie A,17,A,Juventus Turin,1,Sampdoria Genua,15,1:2,LA,45',1:2,Kopfball
3229340,2019,Serie A,18,H,Juventus Turin,1,Cagliari Calcio,6,4:0,MS,49',1:0,Rechtsschuss
3229340,2019,Serie A,18,H,Juventus Turin,1,Cagliari Calcio,6,4:0,MS,67',2:0,Elfmeter
3229340,2019,Serie A,18,H,Juventus Turin,1,Cagliari Calcio,6,4:0,MS,82',4:0,Linksschuss
3229352,2019,Serie A,19,A,Juventus Turin,1,AS Rom,4,1:2,MS,10',0:2,Elfmeter
3229360,2019,Serie A,20,H,Juventus Turin,1,Parma Calcio 1913,7,2:1,MS,43',1:0,abgefälschter Torschuss
3229360,2019,Serie A,20,H,Juventus Turin,1,Parma Calcio 1913,7,2:1,MS,58',2:1,Rechtsschuss
3305855,2019,Coppa Italia,Viertelfinale,H,Juventus Turin,,AS Rom,,3:1,LA,26',1:0,Linksschuss
3229370,2019,Serie A,21,A,Juventus Turin,1,SSC Napoli,14,2:1,LA,90',2:1,Rechtsschuss
3229377,2019,Serie A,22,H,Juventus Turin,1,AC Florenz,13,3:0,LA,40',1:0,Elfmeter
