game_id,saison,league,gameday,venue,team,team_table_position,opponent,opponent_table_position,result,player_position,goal_minute,goal_score,goal_type
2242828,2012,LaLiga,2,A,FC Barcelona,1,CA Osasuna,19,2:1,MS,80',1:2,Linksschuss
2244389,2012,Supercopa,Finale,A,FC Barcelona,,Real Madrid,,2:1,MS,45',2:1,Direkter Freistoß
2242910,2012,LaLiga,4,A,FC Barcelona,1,FC Getafe,9,4:1,MS,74',0:2,Elfmeter
2242910,2012,LaLiga,4,A,FC Barcelona,1,FC Getafe,9,4:1,MS,78',0:3,Linksschuss
2262160,2012,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Spartak Moskau,,3:2,MS,71',2:2,Linksschuss
2262160,2012,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Spartak Moskau,,3:2,MS,80',3:2,Kopfball
2242853,2012,LaLiga,7,H,FC Barcelona,1,Real Madrid,6,2:2,MS,31',1:1,Linksschuss
2242853,2012,LaLiga,7,H,FC Barcelona,1,Real Madrid,6,2:2,MS,60',2:1,Direkter Freistoß
2242855,2012,LaLiga,8,A,FC Barcelona,1,Deportivo La Coruna ,18,5:4,MS,17',0:3,Linksschuss
2242855,2012,LaLiga,8,A,FC Barcelona,1,Deportivo La Coruna ,18,5:4,MS,43',2:4,Linksschuss
2242855,2012,LaLiga,8,A,FC Barcelona,1,Deportivo La Coruna ,18,5:4,MS,76',3:5,Linksschuss
2242894,2012,LaLiga,9,A,FC Barcelona,1,Rayo Vallecano,12,5:0,MS,48',0:2,Linksschuss
2242894,2012,LaLiga,9,A,FC Barcelona,1,Rayo Vallecano,12,5:0,MS,89',0:5,Rechtsschuss
2262207,2012,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Celtic Glasgow,,2:1,MS,90'+1,2:1,Abstauber
2242908,2012,LaLiga,11,A,FC Barcelona,1,RCD Mallorca,13,4:2,MS,43',0:2,Linksschuss
2242908,2012,LaLiga,11,A,FC Barcelona,1,RCD Mallorca,13,4:2,MS,70',2:4,Linksschuss
2243009,2012,LaLiga,12,H,FC Barcelona,1,Real Saragossa ,10,3:1,MS,15',1:0,Linksschuss
2243009,2012,LaLiga,12,H,FC Barcelona,1,Real Saragossa ,10,3:1,MS,60',3:1,Linksschuss
2262211,2012,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Spartak Moskau,,3:0,MS,27',0:2,Rechtsschuss
2262211,2012,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Spartak Moskau,,3:0,MS,39',0:3,Linksschuss
2242996,2012,LaLiga,13,A,FC Barcelona,1,UD Levante,4,4:0,MS,46',0:1,Linksschuss
2242996,2012,LaLiga,13,A,FC Barcelona,1,UD Levante,4,4:0,MS,51',0:2,Linksschuss
2243006,2012,LaLiga,14,H,FC Barcelona,1,Athletic Bilbao,14,5:1,MS,25',2:0,Linksschuss
2243006,2012,LaLiga,14,H,FC Barcelona,1,Athletic Bilbao,14,5:1,MS,70',5:1,Rechtsschuss
2243019,2012,LaLiga,15,A,FC Barcelona,1,Real Betis Sevilla,4,2:1,MS,16',0:1,Linksschuss
2243019,2012,LaLiga,15,A,FC Barcelona,1,Real Betis Sevilla,4,2:1,MS,25',0:2,Linksschuss
2282712,2012,Copa del Rey,Achtelfinale,A,FC Barcelona,,FC Córdoba,,2:0,MS,10',0:1,Linksschuss
2282712,2012,Copa del Rey,Achtelfinale,A,FC Barcelona,,FC Córdoba,,2:0,MS,73',0:2,Linksschuss
2243035,2012,LaLiga,16,H,FC Barcelona,1,Atlético Madrid,2,4:1,MS,58',3:1,Linksschuss
2243035,2012,LaLiga,16,H,FC Barcelona,1,Atlético Madrid,2,4:1,MS,88',4:1,Linksschuss
2243072,2012,LaLiga,17,A,FC Barcelona,1,Real Valladolid,8,3:1,MS,59',0:2,Linksschuss
2243058,2012,LaLiga,18,H,FC Barcelona,1,Espanyol Barcelona,18,4:0,MS,28',4:0,Elfmeter
2243064,2012,LaLiga,19,A,FC Barcelona,1,FC Málaga,4,3:1,MS,26',0:1,Rechtsschuss
2286541,2012,Copa del Rey,Viertelfinale,H,FC Barcelona,,FC Málaga,,2:2,MS,29',1:1,Linksschuss
2243079,2012,LaLiga,20,A,FC Barcelona,1,Real Sociedad San Sebastián,9,3:2,MS,6',0:1,Linksschuss
2286546,2012,Copa del Rey,Viertelfinale,A,FC Barcelona,,FC Málaga,,4:2,MS,79',2:4,Kopfball
2243102,2012,LaLiga,21,H,FC Barcelona,1,CA Osasuna,18,5:1,MS,11',1:0,Rechtsschuss
2243102,2012,LaLiga,21,H,FC Barcelona,1,CA Osasuna,18,5:1,MS,28',2:1,Elfmeter
2243102,2012,LaLiga,21,H,FC Barcelona,1,CA Osasuna,18,5:1,MS,56',4:1,Linksschuss
2243102,2012,LaLiga,21,H,FC Barcelona,1,CA Osasuna,18,5:1,MS,58',5:1,Linksschuss
2243099,2012,LaLiga,22,A,FC Barcelona,1,FC Valencia,8,1:1,MS,39',1:1,Elfmeter
2243114,2012,LaLiga,23,H,FC Barcelona,1,FC Getafe,11,6:1,MS,13',2:0,Linksschuss
2243130,2012,LaLiga,24,A,FC Barcelona,1,FC Granada,15,2:1,MS,49',1:1,Linksschuss
2243130,2012,LaLiga,24,A,FC Barcelona,1,FC Granada,15,2:1,MS,73',1:2,Direkter Freistoß
2243138,2012,LaLiga,25,H,FC Barcelona,1,FC Sevilla,10,2:1,MS,60',2:1,Linksschuss
2243144,2012,LaLiga,26,A,FC Barcelona,1,Real Madrid,3,2:1,MS,18',1:1,Linksschuss
2243163,2012,LaLiga,27,H,FC Barcelona,1,Deportivo La Coruna ,20,2:0,MS,88',2:0,Linksschuss
2284449,2012,UEFA Champions League,Achtelfinale,H,FC Barcelona,,AC Mailand,,4:0,MS,5',1:0,Linksschuss
2284449,2012,UEFA Champions League,Achtelfinale,H,FC Barcelona,,AC Mailand,,4:0,MS,40',2:0,Linksschuss
2243157,2012,LaLiga,28,H,FC Barcelona,1,Rayo Vallecano,8,3:1,MS,40',2:0,Linksschuss
2243157,2012,LaLiga,28,H,FC Barcelona,1,Rayo Vallecano,8,3:1,MS,57',3:0,Linksschuss
2243169,2012,LaLiga,29,A,FC Barcelona,1,Celta Vigo,19,2:2,MS,73',1:2,Linksschuss
2301899,2012,UEFA Champions League,Viertelfinale,A,FC Barcelona,,FC Paris Saint-Germain,,2:2,MS,38',0:1,Linksschuss
2242955,2012,LaLiga,33,A,FC Barcelona,1,Athletic Bilbao,14,2:2,MS,67',1:1,Linksschuss
2242940,2012,LaLiga,34,H,FC Barcelona,1,Real Betis Sevilla,7,4:2,MS,60',3:2,Direkter Freistoß
2242940,2012,LaLiga,34,H,FC Barcelona,1,Real Betis Sevilla,7,4:2,MS,71',4:2,Linksschuss
2346404,2013,LaLiga,1,H,FC Barcelona,2,UD Levante,10,7:0,MS,13',2:0,Linksschuss
2346404,2013,LaLiga,1,H,FC Barcelona,2,UD Levante,10,7:0,MS,42',5:0,Elfmeter
2341067,2013,LaLiga,3,A,FC Barcelona,1,FC Valencia,10,3:2,MS,11',0:1,Linksschuss
2341067,2013,LaLiga,3,A,FC Barcelona,1,FC Valencia,10,3:2,MS,38',0:2,Rechtsschuss
2341067,2013,LaLiga,3,A,FC Barcelona,1,FC Valencia,10,3:2,MS,41',0:3,Linksschuss
2341085,2013,LaLiga,4,H,FC Barcelona,1,FC Sevilla,16,3:2,MS,75',2:0,Linksschuss
2367099,2013,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Ajax Amsterdam,,4:0,MS,22',1:0,Direkter Freistoß
2367099,2013,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Ajax Amsterdam,,4:0,MS,55',2:0,Linksschuss
2367099,2013,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Ajax Amsterdam,,4:0,MS,75',4:0,Linksschuss
2341202,2013,LaLiga,6,H,FC Barcelona,1,Real Sociedad San Sebastián,7,4:1,MS,8',2:0,Kopfball
2341166,2013,LaLiga,7,A,FC Barcelona,1,UD Almería,19,2:0,MS,21',0:1,Linksschuss
2368437,2013,UEFA Champions League,Gruppenphase,A,FC Barcelona,,AC Mailand,,1:1,MS,23',1:1,Linksschuss
2368459,2013,UEFA Champions League,Gruppenphase,H,FC Barcelona,,AC Mailand,,3:1,MS,30',1:0,Elfmeter
2368459,2013,UEFA Champions League,Gruppenphase,H,FC Barcelona,,AC Mailand,,3:1,MS,83',3:1,Linksschuss
2388764,2013,Copa del Rey,Achtelfinale,H,FC Barcelona,,FC Getafe,,4:0,MS,90',3:0,Linksschuss
2388764,2013,Copa del Rey,Achtelfinale,H,FC Barcelona,,FC Getafe,,4:0,MS,90'+2,4:0,Linksschuss
2396431,2013,Copa del Rey,Achtelfinale,A,FC Barcelona,,FC Getafe,,2:0,MS,43',0:1,Rechtsschuss
2396431,2013,Copa del Rey,Achtelfinale,A,FC Barcelona,,FC Getafe,,2:0,MS,63',0:2,Linksschuss
2341025,2013,LaLiga,22,H,FC Barcelona,1,FC Valencia,10,2:3,MS,54',2:2,Elfmeter
2341013,2013,LaLiga,23,A,FC Barcelona,2,FC Sevilla,7,4:1,MS,44',1:2,Linksschuss
2341013,2013,LaLiga,23,A,FC Barcelona,2,FC Sevilla,7,4:1,MS,56',1:3,Linksschuss
2423574,2013,Copa del Rey,Halbfinale,A,FC Barcelona,,Real Sociedad San Sebastián,,1:1,MS,27',0:1,Sololauf
2341117,2013,LaLiga,24,H,FC Barcelona,1,Rayo Vallecano,19,6:0,MS,36',2:0,Linksschuss
2341117,2013,LaLiga,24,H,FC Barcelona,1,Rayo Vallecano,19,6:0,MS,68',5:0,Linksschuss
2385037,2013,UEFA Champions League,Achtelfinale,A,FC Barcelona,,Manchester City,,2:0,MS,54',0:1,Elfmeter
2341108,2013,LaLiga,25,A,FC Barcelona,1,Real Sociedad San Sebastián,6,3:1,MS,36',1:1,Linksschuss
2341119,2013,LaLiga,26,H,FC Barcelona,2,UD Almería,15,4:1,MS,24',2:0,Direkter Freistoß
2385045,2013,UEFA Champions League,Achtelfinale,H,FC Barcelona,,Manchester City,,2:1,MS,67',1:0,Linksschuss
2341342,2013,LaLiga,28,H,FC Barcelona,3,CA Osasuna,13,7:0,MS,18',1:0,Linksschuss
2341342,2013,LaLiga,28,H,FC Barcelona,3,CA Osasuna,13,7:0,MS,63',4:0,Linksschuss
2341342,2013,LaLiga,28,H,FC Barcelona,3,CA Osasuna,13,7:0,MS,88',6:0,Rechtsschuss
2341314,2013,LaLiga,29,A,FC Barcelona,3,Real Madrid,1,4:3,MS,42',2:2,Linksschuss
2341314,2013,LaLiga,29,A,FC Barcelona,3,Real Madrid,1,4:3,MS,65',3:3,Elfmeter
2341314,2013,LaLiga,29,A,FC Barcelona,3,Real Madrid,1,4:3,MS,84',3:4,Elfmeter
2341270,2013,LaLiga,30,H,FC Barcelona,3,Celta Vigo,12,3:0,MS,30',2:0,Rechtsschuss
2341330,2013,LaLiga,31,A,FC Barcelona,2,Espanyol Barcelona,8,1:0,MS,77',0:1,Elfmeter
2341281,2013,LaLiga,32,H,FC Barcelona,2,Real Betis Sevilla,20,3:1,MS,15',1:0,Elfmeter
2341281,2013,LaLiga,32,H,FC Barcelona,2,Real Betis Sevilla,20,3:1,MS,86',3:1,Elfmeternachschuss
2341368,2013,LaLiga,34,H,FC Barcelona,3,Athletic Bilbao,4,2:1,MS,74',2:1,Direkter Freistoß
2341360,2013,LaLiga,35,A,FC Barcelona,2,FC Villarreal,7,3:2,MS,83',2:3,Rechtsschuss
2341370,2013,LaLiga,36,H,FC Barcelona,2,FC Getafe,16,2:2,MS,23',1:0,Linksschuss
2475184,2014,LaLiga,1,H,FC Barcelona,1,FC Elche,13,3:0,MS,42',1:0,Linksschuss
2475184,2014,LaLiga,1,H,FC Barcelona,1,FC Elche,13,3:0,MS,64',3:0,Linksschuss
2475219,2014,LaLiga,4,A,FC Barcelona,1,UD Levante,19,5:0,MS,77',0:5,Rechtsschuss
2475239,2014,LaLiga,6,H,FC Barcelona,3,FC Granada,8,6:0,MS,62',4:0,Kopfball
2475239,2014,LaLiga,6,H,FC Barcelona,3,FC Granada,8,6:0,MS,82',6:0,Rechtsschuss
2495296,2014,UEFA Champions League,Gruppenphase,A,FC Barcelona,,FC Paris Saint-Germain,,3:2,RA,12',1:1,Linksschuss
2475248,2014,LaLiga,7,A,FC Barcelona,1,Rayo Vallecano,10,2:0,MS,35',0:1,Linksschuss
2475258,2014,LaLiga,8,H,FC Barcelona,1,SD Eibar,10,3:0,MS,74',3:0,Linksschuss
2495313,2014,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Ajax Amsterdam,,3:1,MS,24',2:0,Linksschuss
2495336,2014,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Ajax Amsterdam,,2:0,RA,36',0:1,Kopfball
2495336,2014,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Ajax Amsterdam,,2:0,RA,76',0:2,Linksschuss
2475296,2014,LaLiga,12,H,FC Barcelona,2,FC Sevilla,5,5:1,RA,21',1:0,Direkter Freistoß
2475296,2014,LaLiga,12,H,FC Barcelona,2,FC Sevilla,5,5:1,RA,73',4:1,Abstauber
2475296,2014,LaLiga,12,H,FC Barcelona,2,FC Sevilla,5,5:1,RA,78',5:1,Linksschuss
2495345,2014,UEFA Champions League,Gruppenphase,A,FC Barcelona,,APOEL Nikosia,,4:0,MS,38',0:2,Rechtsschuss
2495345,2014,UEFA Champions League,Gruppenphase,A,FC Barcelona,,APOEL Nikosia,,4:0,MS,58',0:3,Rechtsschuss
2495345,2014,UEFA Champions League,Gruppenphase,A,FC Barcelona,,APOEL Nikosia,,4:0,MS,87',0:4,Rechtsschuss
2475315,2014,LaLiga,14,H,FC Barcelona,2,Espanyol Barcelona,12,5:1,RA,45'+1,1:1,Linksschuss
2475315,2014,LaLiga,14,H,FC Barcelona,2,Espanyol Barcelona,12,5:1,RA,50',2:1,Rechtsschuss
2475315,2014,LaLiga,14,H,FC Barcelona,2,Espanyol Barcelona,12,5:1,RA,81',5:1,Rechtsschuss
2495368,2014,UEFA Champions League,Gruppenphase,H,FC Barcelona,,FC Paris Saint-Germain,,3:1,OM,19',1:1,Rechtsschuss
2475334,2014,LaLiga,16,H,FC Barcelona,2,FC Córdoba,18,5:0,RA,82',4:0,Rechtsschuss
2475334,2014,LaLiga,16,H,FC Barcelona,2,FC Córdoba,18,5:0,RA,90',5:0,Rechtsschuss
2518529,2014,Copa del Rey,Achtelfinale,H,FC Barcelona,,FC Elche,,5:0,RA,45',3:0,Elfmeter
2475353,2014,LaLiga,18,H,FC Barcelona,2,Atlético Madrid,3,3:1,RA,87',3:1,Linksschuss
2475362,2014,LaLiga,19,A,FC Barcelona,2,Deportivo La Coruna ,16,4:0,RA,11',0:1,Kopfball
2475362,2014,LaLiga,19,A,FC Barcelona,2,Deportivo La Coruna ,16,4:0,RA,33',0:2,Linksschuss
2475362,2014,LaLiga,19,A,FC Barcelona,2,Deportivo La Coruna ,16,4:0,RA,62',0:3,Linksschuss
2528139,2014,Copa del Rey,Viertelfinale,H,FC Barcelona,,Atlético Madrid,,1:0,RA,85',1:0,Elfmeternachschuss
2475374,2014,LaLiga,20,A,FC Barcelona,2,FC Elche,17,6:0,MS,55',0:2,Elfmeter
2475374,2014,LaLiga,20,A,FC Barcelona,2,FC Elche,17,6:0,MS,88',0:5,Linksschuss
2475388,2014,LaLiga,21,H,FC Barcelona,2,FC Villarreal,6,3:2,RA,55',3:2,Rechtsschuss
2475398,2014,LaLiga,22,A,FC Barcelona,2,Athletic Bilbao,12,5:2,RA,15',0:1,Direkter Freistoß
2532386,2014,Copa del Rey,Halbfinale,H,FC Barcelona,,FC Villarreal,,3:1,RA,41',1:0,Linksschuss
2475409,2014,LaLiga,23,H,FC Barcelona,2,UD Levante,17,5:0,MS,38',2:0,Rechtsschuss
2475409,2014,LaLiga,23,H,FC Barcelona,2,UD Levante,17,5:0,MS,59',3:0,Rechtsschuss
2475409,2014,LaLiga,23,H,FC Barcelona,2,UD Levante,17,5:0,MS,65',4:0,Elfmeter
2475429,2014,LaLiga,25,A,FC Barcelona,2,FC Granada,19,3:1,RA,70',1:3,Rechtsschuss
2475438,2014,LaLiga,26,H,FC Barcelona,2,Rayo Vallecano,11,6:1,RA,56',3:0,Elfmeter
2475438,2014,LaLiga,26,H,FC Barcelona,2,Rayo Vallecano,11,6:1,RA,63',4:0,Abstauber
2475438,2014,LaLiga,26,H,FC Barcelona,2,Rayo Vallecano,11,6:1,RA,68',5:0,Linksschuss
2475448,2014,LaLiga,27,A,FC Barcelona,1,SD Eibar,14,2:0,RA,31',0:1,Elfmeter
2475448,2014,LaLiga,27,A,FC Barcelona,1,SD Eibar,14,2:0,RA,55',0:2,Kopfball
2475476,2014,LaLiga,30,H,FC Barcelona,1,UD Almería,19,4:0,RA,33',1:0,Linksschuss
2475486,2014,LaLiga,31,A,FC Barcelona,1,FC Sevilla,5,2:2,RA,15',0:1,Linksschuss
2475495,2014,LaLiga,32,H,FC Barcelona,1,FC Valencia,4,2:0,RA,90'+4,2:0,Linksschuss
2475505,2014,LaLiga,33,A,FC Barcelona,1,Espanyol Barcelona,9,2:0,RA,25',0:2,Linksschuss
2475514,2014,LaLiga,34,H,FC Barcelona,1,FC Getafe,13,6:0,RA,9',1:0,Elfmeter
2475514,2014,LaLiga,34,H,FC Barcelona,1,FC Getafe,13,6:0,RA,47',6:0,Linksschuss
2475524,2014,LaLiga,35,A,FC Barcelona,1,FC Córdoba,20,8:0,RA,47',0:3,Kopfball
2475524,2014,LaLiga,35,A,FC Barcelona,1,FC Córdoba,20,8:0,RA,80',0:6,Linksschuss
2560716,2014,UEFA Champions League,Halbfinale,H,FC Barcelona,,FC Bayern München,,3:0,RA,77',1:0,Linksschuss
2560716,2014,UEFA Champions League,Halbfinale,H,FC Barcelona,,FC Bayern München,,3:0,RA,80',2:0,Rechtsschuss
2475543,2014,LaLiga,37,A,FC Barcelona,1,Atlético Madrid,3,1:0,RA,65',0:1,Linksschuss
2475552,2014,LaLiga,38,H,FC Barcelona,1,Deportivo La Coruna ,17,2:2,RA,5',1:0,Kopfball
2475552,2014,LaLiga,38,H,FC Barcelona,1,Deportivo La Coruna ,17,2:2,RA,59',2:0,Rechtsschuss
2543981,2014,Copa del Rey,Finale,A,FC Barcelona,,Athletic Bilbao,,3:1,RA,20',0:1,Sololauf
2543981,2014,Copa del Rey,Finale,A,FC Barcelona,,Athletic Bilbao,,3:1,RA,74',0:3,Linksschuss
2611042,2015,UEFA Super Cup,Finale,H,FC Barcelona,,FC Sevilla,,5:4  n.V.,RA,7',1:1,Direkter Freistoß
2611042,2015,UEFA Super Cup,Finale,H,FC Barcelona,,FC Sevilla,,5:4  n.V.,RA,16',2:1,Direkter Freistoß
2613603,2015,Supercopa,Finale,H,FC Barcelona,,Athletic Bilbao,,1:1,RA,43',1:0,Linksschuss
2594493,2015,LaLiga,3,A,FC Barcelona,4,Atlético Madrid,3,2:1,RA,77',1:2,Linksschuss
2594503,2015,LaLiga,4,H,FC Barcelona,1,UD Levante,13,4:1,HS,61',3:0,Elfmeter
2594503,2015,LaLiga,4,H,FC Barcelona,1,UD Levante,13,4:1,HS,90',4:1,Linksschuss
2618619,2015,UEFA Champions League,Gruppenphase,H,FC Barcelona,,AS Rom,,6:1,RA,18',2:0,Linksschuss
2618619,2015,UEFA Champions League,Gruppenphase,H,FC Barcelona,,AS Rom,,6:1,RA,60',5:0,Abstauber
2594593,2015,LaLiga,13,H,FC Barcelona,1,Real Sociedad San Sebastián,14,4:0,RA,90'+1,4:0,Linksschuss
2618634,2015,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Bayer 04 Leverkusen,,1:1,RA,20',0:1,Rechtsschuss
2594614,2015,LaLiga,15,H,FC Barcelona,1,Deportivo La Coruna ,6,2:2,RA,39',1:0,Direkter Freistoß
2646884,2015,FIFA Klub-WM,Finale,A,FC Barcelona,,CA River Plate,,3:0,RA,36',0:1,Linksschuss
2594635,2015,LaLiga,17,H,FC Barcelona,1,Real Betis Sevilla,12,4:0,RA,33',2:0,Rechtsschuss
2647652,2015,Copa del Rey,Achtelfinale,H,FC Barcelona,,Espanyol Barcelona,,4:1,RA,13',1:1,Linksschuss
2647652,2015,Copa del Rey,Achtelfinale,H,FC Barcelona,,Espanyol Barcelona,,4:1,RA,44',2:1,Direkter Freistoß
2594656,2015,LaLiga,19,H,FC Barcelona,1,FC Granada,17,4:0,RA,8',1:0,Linksschuss
2594656,2015,LaLiga,19,H,FC Barcelona,1,FC Granada,17,4:0,RA,14',2:0,Linksschuss
2594656,2015,LaLiga,19,H,FC Barcelona,1,FC Granada,17,4:0,RA,58',3:0,Abstauber
2594661,2015,LaLiga,20,H,FC Barcelona,1,Athletic Bilbao,8,6:0,RA,7',1:0,Elfmeter
2594674,2015,LaLiga,21,A,FC Barcelona,1,FC Málaga,12,2:1,RA,51',1:2,Linksschuss
2594683,2015,LaLiga,22,H,FC Barcelona,1,Atlético Madrid,2,2:1,RA,30',1:1,Linksschuss
2658836,2015,Copa del Rey,Halbfinale,H,FC Barcelona,,FC Valencia,,7:0,RA,29',3:0,Linksschuss
2658836,2015,Copa del Rey,Halbfinale,H,FC Barcelona,,FC Valencia,,7:0,RA,59',4:0,Linksschuss
2658836,2015,Copa del Rey,Halbfinale,H,FC Barcelona,,FC Valencia,,7:0,RA,74',5:0,Linksschuss
2594702,2015,LaLiga,24,H,FC Barcelona,1,Celta Vigo,7,6:1,RA,28',1:0,Direkter Freistoß
2594625,2015,LaLiga,16,A,FC Barcelona,1,Sporting Gijón,15,3:1,RA,25',0:1,Linksschuss
2594625,2015,LaLiga,16,A,FC Barcelona,1,Sporting Gijón,15,3:1,RA,31',1:2,Linksschuss
2645809,2015,UEFA Champions League,Achtelfinale,A,FC Barcelona,,FC Arsenal,,2:0,RA,71',0:1,Linksschuss
2645809,2015,UEFA Champions League,Achtelfinale,A,FC Barcelona,,FC Arsenal,,2:0,RA,83',0:2,Elfmeter
2594721,2015,LaLiga,26,H,FC Barcelona,1,FC Sevilla,5,2:1,RA,31',1:1,Direkter Freistoß
2594731,2015,LaLiga,27,A,FC Barcelona,1,Rayo Vallecano,16,5:1,RA,23',0:2,Linksschuss
2594731,2015,LaLiga,27,A,FC Barcelona,1,Rayo Vallecano,16,5:1,RA,53',0:3,Linksschuss
2594731,2015,LaLiga,27,A,FC Barcelona,1,Rayo Vallecano,16,5:1,RA,72',1:4,Linksschuss
2594741,2015,LaLiga,28,A,FC Barcelona,1,SD Eibar,8,4:0,RA,42',0:2,Linksschuss
2594741,2015,LaLiga,28,A,FC Barcelona,1,SD Eibar,8,4:0,RA,76',0:3,Elfmeter
2594752,2015,LaLiga,29,H,FC Barcelona,1,FC Getafe,16,6:0,MS,41',4:0,Linksschuss
2645817,2015,UEFA Champions League,Achtelfinale,H,FC Barcelona,,FC Arsenal,,3:1,RA,86',3:1,Linksschuss
2594794,2015,LaLiga,33,H,FC Barcelona,1,FC Valencia,14,1:2,RA,63',1:2,Linksschuss
2594804,2015,LaLiga,34,A,FC Barcelona,1,Deportivo La Coruna ,13,8:0,RA,73',0:6,Linksschuss
2594815,2015,LaLiga,35,H,FC Barcelona,1,Sporting Gijón,18,6:0,RA,13',1:0,Kopfball
2594836,2015,LaLiga,37,H,FC Barcelona,1,Espanyol Barcelona,14,5:0,RA,8',1:0,Direkter Freistoß
2717501,2016,Supercopa,Finale,H,FC Barcelona,,FC Sevilla,,3:0,RA,55',3:0,Kopfball
2718711,2016,LaLiga,1,H,FC Barcelona,2,Real Betis Sevilla,15,6:2,RA,37',2:1,Linksschuss
2718711,2016,LaLiga,1,H,FC Barcelona,2,Real Betis Sevilla,15,6:2,RA,58',5:1,Linksschuss
2754181,2016,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Celtic Glasgow,,7:0,RA,3',1:0,Linksschuss
2754181,2016,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Celtic Glasgow,,7:0,RA,27',2:0,Linksschuss
2754181,2016,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Celtic Glasgow,,7:0,RA,60',5:0,Linksschuss
2718746,2016,LaLiga,4,A,FC Barcelona,5,CD Leganés,11,5:1,RA,15',0:1,Linksschuss
2718746,2016,LaLiga,4,A,FC Barcelona,5,CD Leganés,11,5:1,RA,55',0:4,Elfmeter
2718787,2016,LaLiga,8,H,FC Barcelona,4,Deportivo La Coruna ,13,4:0,RA,58',4:0,Linksschuss
2754919,2016,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Manchester City,,4:0,RA,17',1:0,Linksschuss
2754919,2016,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Manchester City,,4:0,RA,61',2:0,Linksschuss
2754919,2016,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Manchester City,,4:0,RA,69',3:0,Linksschuss
2718796,2016,LaLiga,9,A,FC Barcelona,4,FC Valencia,14,3:2,RA,22',0:1,Linksschuss
2718796,2016,LaLiga,9,A,FC Barcelona,4,FC Valencia,14,3:2,RA,90'+4,2:3,Elfmeter
2755694,2016,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Manchester City,,3:1,RA,21',0:1,Linksschuss
2718815,2016,LaLiga,11,A,FC Barcelona,2,FC Sevilla,4,2:1,RA,43',1:1,Linksschuss
2755717,2016,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Celtic Glasgow,,2:0,RA,24',0:1,Linksschuss
2755717,2016,UEFA Champions League,Gruppenphase,A,FC Barcelona,,Celtic Glasgow,,2:0,RA,55',0:2,Elfmeter
2718834,2016,LaLiga,13,A,FC Barcelona,2,Real Sociedad San Sebastián,5,1:1,RA,59',1:1,Linksschuss
2755732,2016,UEFA Champions League,Gruppenphase,H,FC Barcelona,,Borussia Mönchengladbach,,4:0,RA,16',1:0,Linksschuss
2718853,2016,LaLiga,15,A,FC Barcelona,2,CA Osasuna,20,3:0,RA,72',0:2,Linksschuss
2718853,2016,LaLiga,15,A,FC Barcelona,2,CA Osasuna,20,3:0,RA,90'+2,0:3,Linksschuss
2718863,2016,LaLiga,16,H,FC Barcelona,2,Espanyol Barcelona,9,4:1,RA,90',4:1,Linksschuss
2810018,2016,Copa del Rey,Achtelfinale,A,FC Barcelona,,Athletic Bilbao,,2:1,RA,52',2:1,Direkter Freistoß
2718872,2016,LaLiga,17,A,FC Barcelona,2,FC Villarreal,4,1:1,RA,90',1:1,Direkter Freistoß
2810026,2016,Copa del Rey,Achtelfinale,H,FC Barcelona,,Athletic Bilbao,,3:1,RA,78',3:1,Direkter Freistoß
2718882,2016,LaLiga,18,H,FC Barcelona,3,UD Las Palmas,8,5:0,RA,52',2:0,Rechtsschuss
2718891,2016,LaLiga,19,A,FC Barcelona,3,SD Eibar,9,4:0,RA,50',0:2,Linksschuss
2814842,2016,Copa del Rey,Viertelfinale,H,FC Barcelona,,Real Sociedad San Sebastián,,5:2,RA,55',2:0,Elfmeter
2818307,2016,Copa del Rey,Halbfinale,A,FC Barcelona,,Atlético Madrid,,2:1,RA,33',0:2,Linksschuss
2718915,2016,LaLiga,21,H,FC Barcelona,2,Athletic Bilbao,7,3:0,RA,40',2:0,Direkter Freistoß
2718925,2016,LaLiga,22,A,FC Barcelona,2,Deportivo Alavés,12,6:0,RA,59',0:3,Linksschuss
2718936,2016,LaLiga,23,H,FC Barcelona,2,CD Leganés,17,2:1,RA,4',1:0,Rechtsschuss
2718936,2016,LaLiga,23,H,FC Barcelona,2,CD Leganés,17,2:1,RA,90',2:1,Elfmeter
2718946,2016,LaLiga,24,A,FC Barcelona,2,Atlético Madrid,4,2:1,RA,86',1:2,Linksschuss
