game_id,player_current_club,tournament,gameday,venue_country,venue_city,venue,date,team,opponent,result,player_position,goal_amount,assists_amount,own_goals_amount,yellow_card,yellow_red_card,red_card
3777956,Manchester United,WM-Qualifikation Playoff,Qualifikationsrunde,Portugal,Porto,H,2022-03-29,Portugal,Nordmazedonien,2:0,LA,0,1,0,,,
3716437,Manchester United,UEFA Nations League A,Gruppe 2,Spanien,Sevilla,A,2022-06-02,Portugal,Spanien,1:1,MS,0,0,0,,,
3716445,Manchester United,UEFA Nations League A,Gruppe 2,Portugal,Lissabon,H,2022-06-05,Portugal,Schweiz,4:0,MS,2,1,0,,,
3716454,Manchester United,UEFA Nations League A,Gruppe 2,Portugal,Lissabon,H,2022-06-09,Portugal,Tschechien,2:0,MS,0,0,0,52',,
3716476,Manchester United,UEFA Nations League A,Gruppe 2,Tschechien,Prag,A,2022-09-24,Portugal,Tschechien,4:0,MS,0,1,0,,,
3716484,Manchester United,UEFA Nations League A,Gruppe 2,Portugal,Lissabon,H,2022-09-27,Portugal,Spanien,0:1,MS,0,0,0,,,
3788848,Vereinslos,Weltmeisterschaft 2022,Gruppe H,Katar,,H,2022-11-24,Portugal,Ghana,3:2,MS,1,0,0,,,
3788873,Vereinslos,Weltmeisterschaft 2022,Gruppe H,Katar,,H,2022-11-28,Portugal,Uruguay,2:0,MS,0,0,0,,,
3788899,Vereinslos,Weltmeisterschaft 2022,Gruppe H,Katar,,A,2022-12-02,Portugal,Südkorea,1:2,MS,0,0,0,,,
3970994,Vereinslos,Weltmeisterschaft 2022,Achtelfinale,Katar,,H,2022-12-06,Portugal,Schweiz,6:1,MS,0,0,0,,,
3973427,Vereinslos,Weltmeisterschaft 2022,Viertelfinale,Katar,,A,2022-12-10,Portugal,Marokko,0:1,MS,0,0,0,,,
3941666,Al-Nassr,EM-Qualifikation,Gruppe J,Portugal,Lissabon,H,2023-03-23,Portugal,Liechtenstein,4:0,MS,2,0,0,,,
3941663,Al-Nassr,EM-Qualifikation,Gruppe J,Luxemburg,,A,2023-03-26,Portugal,Luxemburg,6:0,MS,2,0,0,57',,
3941656,Al-Nassr,EM-Qualifikation,Gruppe J,Portugal,Lissabon,H,2023-06-17,Portugal,Bosnien-Herzegowina,3:0,MS,0,0,0,,,
3941665,Al-Nassr,EM-Qualifikation,Gruppe J,Island,Reykjavík,A,2023-06-20,Portugal,Island,1:0,MS,1,0,0,83',,
3941664,Al-Nassr,EM-Qualifikation,Gruppe J,Slowakei,Bratislava,A,2023-09-08,Portugal,Slowakei,1:0,MS,0,0,0,62',,
3941662,Al-Nassr,EM-Qualifikation,Gruppe J,Portugal,Porto,H,2023-10-13,Portugal,Slowakei,3:2,MS,2,0,0,,,
3941661,Al-Nassr,EM-Qualifikation,Gruppe J,Bosnien-Herzegowina,Zenica,A,2023-10-16,Portugal,Bosnien-Herzegowina,5:0,MS,2,1,0,,,
3941674,Al-Nassr,EM-Qualifikation,Gruppe J,Liechtenstein,Vaduz,A,2023-11-16,Portugal,Liechtenstein,2:0,LA,1,0,0,,,
3941659,Al-Nassr,EM-Qualifikation,Gruppe J,Portugal,Lissabon,H,2023-11-19,Portugal,Island,2:0,MS,0,1,0,,,
4283888,Al-Nassr,Freundschaftsspiele,,Slowenien,Ljubljana,A,2024-03-26,Portugal,Slowenien,0:2,MS,0,0,0,,,
4283887,Al-Nassr,Freundschaftsspiele,,Portugal,Aveiro,H,2024-06-11,Portugal,Irland,3:0,MS,2,0,0,,,
4235818,Al-Nassr,Europameisterschaft 2024,Gruppe F,Deutschland,Leipzig,H,2024-06-18,Portugal,Tschechien,2:1,MS,0,0,0,,,
4235829,Al-Nassr,Europameisterschaft 2024,Gruppe F,Deutschland,Dortmund,A,2024-06-22,Portugal,Türkei,3:0,MS,0,1,0,,,
4235841,Al-Nassr,Europameisterschaft 2024,Gruppe F,Deutschland,Gelsenkirchen,A,2024-06-26,Portugal,Georgien,0:2,MS,0,0,0,28',,
4359332,Al-Nassr,Europameisterschaft 2024,Achtelfinale,Deutschland,Frankfurt (Main),H,2024-07-01,Portugal,Slowenien,3:0 n.E.,MS,0,0,0,,,
4359337,Al-Nassr,Europameisterschaft 2024,Viertelfinale,Deutschland,Hamburg,H,2024-07-05,Portugal,Frankreich,3:5 n.E.,MS,0,0,0,,,
4284225,Al-Nassr,UEFA Nations League A,Gruppe 1,Portugal,Lissabon,H,2024-09-05,Portugal,Kroatien,2:1,MS,1,0,0,,,
4284227,Al-Nassr,UEFA Nations League A,Gruppe 1,Portugal,Lissabon,H,2024-09-08,Portugal,Schottland,2:1,MS,1,0,0,,,
4284229,Al-Nassr,UEFA Nations League A,Gruppe 1,Polen,Warszawa,A,2024-10-12,Portugal,Polen,3:1,MS,1,0,0,,,
4284232,Al-Nassr,UEFA Nations League A,Gruppe 1,Schottland,Glasgow,A,2024-10-15,Portugal,Schottland,0:0,MS,0,0,0,,,
4284226,Al-Nassr,UEFA Nations League A,Gruppe 1,Portugal,Porto,H,2024-11-15,Portugal,Polen,5:1,MS,2,1,0,45',,
